#separator:tab
#html:true
#tags column:3
entsenden	Wort: entsenden<br>Typ: passiv<br>Wortart: Verb<br>中文: 派遣；派出<br>English: to dispatch; to send<br>Deutsch erklärt: mit einem bestimmten Auftrag an einen Ort schicken<br>说明: gehoben; formell<br><br>例句:<br>1. Der Staat entsandte eine Delegation zum Gipfel.<br>   国家派出代表团参加峰会。	GermanLexicon patch_229_434 passiv recognition
使震惊；使惊骇；自己感到震惊	Wort: entsetzen<br>Typ: aktiv<br>Wortart: Verb<br>中文: 使震惊；使惊骇；自己感到震惊<br>English: to horrify; to shock<br>Deutsch erklärt: in Schrecken versetzen oder in Schrecken geraten<br><br>例句:<br>1. Die Meldung entsetzte viele Menschen.<br>   这则消息让许多人震惊。<br>2. Ich entsetzte mich über diese Worte.<br>   听到这些话我震惊不已。<br><br>搭配:<br>- jdn. entsetzen<br>- sich entsetzen<br>- entsetzt sein	GermanLexicon patch_229_434 aktiv productive
① 放松；缓解紧张 ② 缓和；紧张局势的缓解	Wort: Entspannung<br>Typ: aktiv<br>Wortart: Substantiv<br>Genus: die<br>中文: ① 放松；缓解紧张 ② 缓和；紧张局势的缓解<br>English: relaxation; easing of tensions<br>Deutsch erklärt: 1. das Sichentspannen 2. Abbau politischer und militärischer Spannungen<br><br>例句:<br>1. Nach der Prüfung brauchte ich erst einmal Entspannung.<br>   考试后我首先需要放松一下。<br>2. Zwischen den beiden Ländern ist eine gewisse Entspannung eingetreten.<br>   两国之间出现了某种缓和。<br><br>搭配:<br>- Entspannung finden<br>- für Entspannung sorgen<br>- zur Entspannung beitragen	GermanLexicon patch_229_434 aktiv productive
entspinnen	Wort: entspinnen<br>Typ: passiv<br>Wortart: Verb<br>中文: 逐渐展开；慢慢形成<br>English: to unfold; to develop gradually<br>Deutsch erklärt: sich allmählich entwickeln; sich nach und nach ergeben<br>说明: gehoben; meist reflexiv: sich entspinnen<br><br>例句:<br>1. Zwischen den beiden entspann sich ein langes Gespräch.<br>   两人之间渐渐展开了一场长谈。	GermanLexicon patch_229_434 passiv recognition
Kaufentscheidung	Wort: Kaufentscheidung<br>Typ: passiv<br>Wortart: Substantiv<br>Genus: die<br>中文: 购买决定<br>English: purchase decision<br>Deutsch erklärt: die Entscheidung, etwas zu kaufen oder nicht zu kaufen<br><br>例句:<br>1. Die Kaufentscheidung fiel letztlich auf das günstigere Modell.<br>   最后购买决定落在了更便宜的型号上。	GermanLexicon patch_229_434 passiv recognition
① 惊骇，恐惧；② 骇人听闻的事所引起的强烈震惊	Wort: Entsetzen<br>Typ: aktiv<br>Wortart: Substantiv<br>Genus: das<br>中文: ① 惊骇，恐惧；② 骇人听闻的事所引起的强烈震惊<br>English: horror; terror; consternation<br>Deutsch erklärt: mit Grauen und Angst verbundener heftiger Schrecken<br>辨析: 比 Angst 更强烈，带有“震惊到发怵”的感觉；比 Schock 更偏向持续性的强烈惊惧。<br><br>例句:<br>1. Die Nachricht löste bei vielen Menschen Entsetzen aus.<br>   这条消息让很多人感到震惊和恐惧。<br>2. Mit Entsetzen sah sie, dass das Dokument verschwunden war.<br>   她惊恐地发现文件不见了。<br><br>搭配:<br>- Entsetzen auslösen<br>- Entsetzen hervorrufen<br>- von Entsetzen erfüllt sein<br>- mit Entsetzen	GermanLexicon patch_229_434 aktiv productive
① 与……相符；对应于；② 符合；满足；③ 回应，答应	Wort: entsprechen<br>Typ: aktiv<br>Wortart: Verb<br>中文: ① 与……相符；对应于；② 符合；满足；③ 回应，答应<br>English: to correspond to; to match; to comply with; to meet<br>Deutsch erklärt: in einer bestimmten Hinsicht gleich oder vergleichbar sein; mit etwas in Übereinstimmung sein; auf einen Wunsch reagieren<br>辨析: 常见于正式语体；结构上常接 Dativ，表示“符合/相当于/回应”。<br>说明: 常用结构：jdm./etwas entsprechen + Dativ。<br><br>例句:<br>1. Das Ergebnis entspricht nicht unseren Erwartungen.<br>   结果不符合我们的预期。<br>2. Die neuen Regelungen entsprechen den gesetzlichen Vorgaben.<br>   新的规定符合相关法律要求。<br><br>搭配:<br>- etwas entspricht etwas<br>- etwas entspricht den Anforderungen<br>- etwas entspricht der Wahrheit<br>- einem Wunsch entsprechen	GermanLexicon patch_229_434 aktiv productive
entsetzlich	Wort: entsetzlich<br>Typ: passiv<br>Wortart: Adjektiv<br>中文: ① 可怕的，骇人的；② 非常，极其（口语，强调程度）<br>English: terrible; dreadful; extremely<br>Deutsch erklärt: 1. schrecken- und abstoßend; 2. umgangssprachlich: sehr stark<br>辨析: 作程度副词用时相当于 sehr, aber stärker und oft emotional gefärbt.<br>说明: 书面语中多用于强烈负面评价；口语中也可作加强语气。<br><br>例句:<br>1. Das war ein entsetzliches Unglück.<br>   那是一场可怕的灾难。	GermanLexicon patch_229_434 passiv recognition
entsichern	Wort: entsichern<br>Typ: passiv<br>Wortart: Verb<br>中文: 解除保险装置；打开武器保险<br>English: to unseal; to disengage the safety catch<br>Deutsch erklärt: (eine Waffe) durch Lösen der Sicherung schussbereit machen<br><br>例句:<br>1. Der Polizist entsicherte seine Dienstwaffe.<br>   警察打开了他的配枪保险。	GermanLexicon patch_229_434 passiv recognition
entsinnen	Wort: entsinnen<br>Typ: passiv<br>Wortart: Verb<br>中文: 回想起；记起<br>English: to recollect; to remember<br>Deutsch erklärt: sich an jemanden oder etwas erinnern<br>说明: gehoben, meist nur in der Verbindung sich entsinnen + Gen. / + sich。<br><br>例句:<br>1. Ich kann mich nicht mehr seiner Worte entsinnen.<br>   我已经不记得他的话了。	GermanLexicon patch_229_434 passiv recognition
① 相应的，适当的；② 对口的，负责的	Wort: entsprechend<br>Typ: aktiv<br>Wortart: Adjektiv<br>中文: ① 相应的，适当的；② 对口的，负责的<br>English: appropriate; corresponding; respective; competent<br>Deutsch erklärt: angemessen, passend; zuständig oder einschlägig<br>说明: 作为 Adjektiv 常用于正式语体。<br><br>例句:<br>1. Bitte wenden Sie sich an die entsprechende Stelle.<br>   请联系相应部门。<br>2. Wir haben eine der Leistung entsprechende Vergütung vereinbart.<br>   我们商定了一笔与业绩相称的报酬。<br><br>搭配:<br>- die entsprechende Stelle<br>- eine entsprechende Vergütung<br>- den entsprechenden Nachweis<br>- die entsprechenden Unterlagen	GermanLexicon patch_229_434 aktiv productive
entsprechend（固定搭配）	Wort: entsprechend<br>Typ: kollokation<br><br>固定搭配项:<br>1. entsprechend + Dativ<br>   按照；根据；相应于<br>   Entsprechend seinem Vorschlag haben wir den Termin verschoben.<br>2. dem ... entsprechend<br>   与……相符地；依照……<br>   Dem Vertrag entsprechend wird die Zahlung am Monatsende fällig.	GermanLexicon patch_229_434 kollokation collocation
Entsorgung	Wort: Entsorgung<br>Typ: passiv<br>Wortart: Substantiv<br>Genus: die<br>中文: 处理，清运；废弃物处置<br>English: disposal; waste disposal<br>Deutsch erklärt: die Beseitigung von Müll oder Abfall<br><br>例句:<br>1. Die Entsorgung von Sondermüll ist streng geregelt.<br>   特殊垃圾的处理有严格规定。	GermanLexicon patch_229_434 passiv recognition
① 放松；使放松；② 休息，放松下来	Wort: entspannen<br>Typ: aktiv<br>Wortart: Verb<br>中文: ① 放松；使放松；② 休息，放松下来<br>English: to relax; to loosen; to unwind<br>Deutsch erklärt: 1. körperlich lockern; 2. sich von Anspannung erholen<br><br>例句:<br>1. Nach der Arbeit entspanne ich mich gern bei einem Spaziergang.<br>   下班后我喜欢散步放松一下。<br>2. Ein warmes Bad entspannt die Muskeln.<br>   热水澡能放松肌肉。<br><br>搭配:<br>- sich entspannen<br>- die Muskeln entspannen<br>- sich im Urlaub entspannen<br>- etwas entspannt	GermanLexicon patch_229_434 aktiv productive
entspringen	Wort: entspringen<br>Typ: passiv<br>Wortart: Verb<br>中文: ① 源出于；发源于；② 源于，来自<br>English: to rise from; to spring from; to stem from<br>Deutsch erklärt: 1. als Quelle aus dem Boden kommen; 2. sich aus etwas ergeben<br><br>例句:<br>1. Der Fluss entspringt in den Alpen.<br>   这条河发源于阿尔卑斯山。	GermanLexicon patch_229_434 passiv recognition
entstammen	Wort: entstammen<br>Typ: passiv<br>Wortart: Verb<br>中文: 出自；源于；来自<br>English: to originate from; to come from<br>Deutsch erklärt: aus einem bestimmten Bereich oder Ursprung stammen<br>说明: gehoben, meist mit Dativ.<br><br>例句:<br>1. Der Begriff entstammt dem Lateinischen.<br>   这个术语源自拉丁语。	GermanLexicon patch_229_434 passiv recognition
① 产生；形成；出现；② 兴建，建成	Wort: entstehen<br>Typ: aktiv<br>Wortart: Verb<br>中文: ① 产生；形成；出现；② 兴建，建成<br>English: to arise; to emerge; to come into being<br>Deutsch erklärt: ins Dasein treten; seinen Anfang nehmen; sich bilden<br><br>例句:<br>1. Durch den Umbau entstehen neue Wohnräume.<br>   通过改造会产生新的居住空间。<br>2. Bei der Reise sind keine zusätzlichen Kosten entstanden.<br>   这次旅行没有产生额外费用。<br><br>搭配:<br>- Kosten entstehen<br>- Probleme entstehen<br>- neue Arbeitsplätze entstehen<br>- aus etwas entstehen	GermanLexicon patch_229_434 aktiv productive
Entstehung	Wort: Entstehung<br>Typ: passiv<br>Wortart: Substantiv<br>Genus: die<br>中文: 产生；形成；起源<br>English: origin; emergence; formation<br>Deutsch erklärt: das Entstehen; der Anfang oder die Bildung von etwas<br><br>例句:<br>1. Die Entstehung des Konflikts ist noch nicht ganz geklärt.<br>   冲突的起因尚未完全查明。	GermanLexicon patch_229_434 passiv recognition
entvölkern	Wort: entvölkern<br>Typ: passiv<br>Wortart: Verb<br>中文: 使人口减少；使变得人烟稀少<br>English: to depopulate<br>Deutsch erklärt: ein Gebiet fast menschenleer machen; in der Bevölkerungszahl stark zurückgehen<br><br>例句:<br>1. Die Abwanderung junger Menschen entvölkert viele Dörfer.<br>   年轻人的外流使许多村庄人口流失严重。	GermanLexicon patch_229_434 passiv recognition
entwaffnen	Wort: entwaffnen<br>Typ: passiv<br>Wortart: Verb<br>中文: ① 解除武装；② 使放下戒心，令其失去敌意<br>English: to disarm; to disarm someone emotionally<br>Deutsch erklärt: 1. jmdm. die Waffen wegnehmen; 2. durch Verhalten jmds. Ablehnung aufheben<br><br>例句:<br>1. Die Soldaten wurden nach dem Waffenstillstand entwaffnet.<br>   停火后，士兵们被解除武装。	GermanLexicon patch_229_434 passiv recognition
Entsorgung（固定搭配）	Wort: Entsorgung<br>Typ: kollokation<br><br>固定搭配项:<br>1. die Entsorgung von Müll/Abfall<br>   垃圾处理，废弃物处置<br>   Die Entsorgung von Sondermüll ist kostenpflichtig.<br>2. etwas fachgerecht entsorgen<br>   按规定处理；正规处置<br>   Batterien müssen fachgerecht entsorgt werden.<br>3. für die Entsorgung sorgen<br>   负责处理/清运<br>   Die Stadt sorgt für die Entsorgung des Sperrmülls.	GermanLexicon patch_229_434 kollokation collocation
① 丑化，毁容；② 使失真，曲解	Wort: entstellen<br>Typ: aktiv<br>Wortart: Verb<br>中文: ① 丑化，毁容；② 使失真，曲解<br>English: to disfigure; to distort / misrepresent<br>Deutsch erklärt: ① das Aussehen so verändern, dass jemand kaum wiederzuerkennen ist; ② einen Text, eine Aussage so verändern, dass der Sinn verfälscht wird<br>辨析: von „verändern“: entstellen ist negativ und bedeutet eine starke, schädigende Verfälschung<br><br>例句:<br>1. Der Unfall hat sein Gesicht schwer entstellt.<br>   这场事故严重毁坏了他的面容。<br>2. Die Presse hat seine Aussage entstellt wiedergegeben.<br>   媒体把他的发言歪曲报道了。<br><br>搭配:<br>- das Gesicht entstellen<br>- einen Text / eine Aussage entstellen	GermanLexicon patch_229_434 aktiv productive
Entstellung	Wort: Entstellung<br>Typ: passiv<br>Wortart: Substantiv<br>Genus: die<br>中文: ① 毁容，外貌严重变形；② 曲解，失真<br>English: disfigurement; distortion / misrepresentation<br>Deutsch erklärt: ① eine starke, bis zur Unkenntlichkeit gehende Veränderung des Äußeren; ② das sinnentstellende Wiedergeben von Texten oder Nachrichten<br><br>例句:<br>1. Nach dem Brand erlitt sie eine sichtbare Entstellung des Gesichts.<br>   火灾后，她的脸部明显毁容了。	GermanLexicon patch_229_434 passiv recognition
entströmen	Wort: entströmen<br>Typ: passiv<br>Wortart: Verb<br>中文: 从……中流出；散发出<br>English: to stream out of; to emanate from<br>Deutsch erklärt: (von Gasen, Flüssigkeiten oder Gerüchen) strömend aus etwas austreten<br>说明: gehoben; oft in formeller oder poetischer Sprache<br><br>例句:<br>1. Aus dem beschädigten Tank entströmte Gas.<br>   气体从受损的油箱中泄漏出来。	GermanLexicon patch_229_434 passiv recognition
使失望；未能满足期望	Wort: enttäuschen<br>Typ: aktiv<br>Wortart: Verb<br>中文: 使失望；未能满足期望<br>English: to disappoint<br>Deutsch erklärt: jmds. Hoffnungen oder Erwartungen nicht erfüllen und ihn dadurch betrüben<br><br>例句:<br>1. Ich will dich nicht enttäuschen.<br>   我不想让你失望。<br>2. Das Ergebnis hat viele Zuschauer enttäuscht.<br>   这个结果让很多观众失望了。<br><br>搭配:<br>- jmdn. enttäuschen<br>- Erwartungen / Hoffnungen enttäuschen	GermanLexicon patch_229_434 aktiv productive
失望；令人失望的事	Wort: Enttäuschung<br>Typ: aktiv<br>Wortart: Substantiv<br>Genus: die<br>中文: 失望；令人失望的事<br>English: disappointment<br>Deutsch erklärt: das Nicht-Erfülltwerden von Hoffnungen oder Erwartungen; das enttäuscht Sein<br><br>例句:<br>1. Zu unserer Enttäuschung wurde der Termin verschoben.<br>   令我们失望的是，日期被推迟了。<br>2. Die Niederlage war eine große Enttäuschung für das Team.<br>   这场失利让球队非常失望。<br><br>搭配:<br>- eine Enttäuschung erleben<br>- zu jmds. Enttäuschung	GermanLexicon patch_229_434 aktiv productive
① 发展，形成；② 制定，研制；③ 详细阐述	Wort: entwickeln<br>Typ: aktiv<br>Wortart: Verb<br>中文: ① 发展，形成；② 制定，研制；③ 详细阐述<br>English: to develop; to devise; to elaborate<br>Deutsch erklärt: ① allmählich entstehen lassen oder sich allmählich herausbilden; ② etwas Neues konstruieren oder erfinden; ③ etwas in Einzelheiten darlegen<br><br>例句:<br>1. Das Unternehmen entwickelt neue Verfahren für die Medizin.<br>   这家公司研发用于医疗的新技术。<br>2. Die Diskussion hat sich zu einem politischen Streit entwickelt.<br>   这场讨论已经发展成一场政治争论。<br><br>搭配:<br>- sich zu etwas entwickeln<br>- eine Idee / ein Verfahren entwickeln	GermanLexicon patch_229_434 aktiv productive
① 发展；演变；② 开发，研制	Wort: Entwicklung<br>Typ: aktiv<br>Wortart: Substantiv<br>Genus: die<br>中文: ① 发展；演变；② 开发，研制<br>English: development<br>Deutsch erklärt: ① der Verlauf oder Fortgang von etwas; ② das Entwickeln, Erfinden oder Konstruieren von etwas Neuem<br><br>例句:<br>1. Die wirtschaftliche Entwicklung ist in den letzten Jahren stabil geblieben.<br>   近几年经济发展一直比较稳定。<br>2. Die Entwicklung des Medikaments hat lange gedauert.<br>   这种药物的研发耗时很长。<br><br>搭配:<br>- die Entwicklung verfolgen<br>- Forschung und Entwicklung	GermanLexicon patch_229_434 aktiv productive
Entwicklungsland	Wort: Entwicklungsland<br>Typ: passiv<br>Wortart: Substantiv<br>Genus: das<br>中文: 发展中国家<br>English: developing country<br>Deutsch erklärt: ein wirtschaftlich weniger entwickeltes Land im Vergleich zu industrialisierten Ländern<br><br>例句:<br>1. Angola gilt in vielen Statistiken als Entwicklungsland.<br>   安哥拉在许多统计中被视为发展中国家。	GermanLexicon patch_229_434 passiv recognition
entwischen	Wort: entwischen<br>Typ: passiv<br>Wortart: Verb<br>中文: 偷偷溜走；逃脱<br>English: to slip away; to escape<br>Deutsch erklärt: sich durch heimliches Weglaufen einer Bedrohung, Ergreifung oder Bewachung entziehen<br>说明: ugs.; eher in gesprochener Sprache<br><br>例句:<br>1. Dem Verdächtigen gelang es, der Polizei zu entwischen.<br>   嫌疑人成功逃脱了警方的追捕。	GermanLexicon patch_229_434 passiv recognition
entzweigehen	Wort: entzweigehen<br>Typ: passiv<br>Wortart: Verb<br>中文: 断成两截；破裂<br>English: to break in two; to come apart<br>Deutsch erklärt: in Stücke zerbrechen oder in einzelne Teile auseinanderfallen<br><br>例句:<br>1. Meine Brille ist beim Herunterfallen entzwei gegangen.<br>   我的眼镜掉下来时摔成了两半。	GermanLexicon patch_229_434 passiv recognition
辨认出；解读；破译	Wort: entziffern<br>Typ: aktiv<br>Wortart: Verb<br>中文: 辨认出；解读；破译<br>English: to decipher; to make out<br>Deutsch erklärt: etwas Schwerlesbares mühsam lesen oder etwas Verschlüsseltes entschlüsseln<br><br>例句:<br>1. Ich kann seine Handschrift kaum entziffern.<br>   我几乎看不清他的字迹。<br>2. Die Forscher konnten die alte Inschrift entziffern.<br>   研究人员破译了那段古代铭文。<br><br>搭配:<br>- eine Handschrift entziffern<br>- einen Funkspruch / eine Geheimschrift entziffern	GermanLexicon patch_229_434 aktiv productive
设计；起草；构思	Wort: entwerfen<br>Typ: aktiv<br>Wortart: Verb<br>中文: 设计；起草；构思<br>English: to design; to draft; to devise<br>Deutsch erklärt: einen Plan, einen Entwurf oder eine schriftliche Fassung von etwas vorbereiten<br><br>例句:<br>1. Sie entwirft gerade einen Vertrag für die Kanzlei.<br>   她正在为律所起草一份合同。<br>2. Der Architekt hat ein neues Wohnhaus entworfen.<br>   这位建筑师设计了一栋新住宅。<br><br>搭配:<br>- einen Vertrag / Brief entwerfen<br>- etwas neu entwerfen	GermanLexicon patch_229_434 aktiv productive
草案；草图；设计稿	Wort: Entwurf<br>Typ: aktiv<br>Wortart: Substantiv<br>Genus: der<br>中文: 草案；草图；设计稿<br>English: draft; design; sketch<br>Deutsch erklärt: ein ausgearbeiteter Plan oder eine schriftliche Vorfassung von etwas<br><br>例句:<br>1. Der Entwurf des Gesetzes liegt jetzt dem Parlament vor.<br>   该法律草案现已提交议会。<br>2. Ich habe dir den Entwurf per E-Mail geschickt.<br>   我已经把草稿通过电子邮件发给你了。<br><br>搭配:<br>- der Entwurf eines Vertrags<br>- einen Entwurf vorlegen	GermanLexicon patch_229_434 aktiv productive
① 作废；② 贬值，使失去价值	Wort: entwerten<br>Typ: aktiv<br>Wortart: Verb<br>中文: ① 作废；② 贬值，使失去价值<br>English: to invalidate; to devalue<br>Deutsch erklärt: ① ungültig machen; ② den Wert oder die Qualität von etwas mindern<br><br>例句:<br>1. Bitte entwerten Sie das Ticket vor der Fahrt.<br>   请在乘车前把票打卡作废。<br>2. Die Inflation hat viele Ersparnisse entwertet.<br>   通货膨胀使许多储蓄贬值了。<br><br>搭配:<br>- eine Fahrkarte entwerten<br>- etwas entwerten	GermanLexicon patch_229_434 aktiv productive
entwickeln（固定搭配）	Wort: entwickeln<br>Typ: kollokation<br><br>固定搭配项:<br>1. sich zu etwas entwickeln<br>   逐渐发展成……<br>   Aus dem kleinen Projekt hat sich schnell ein großes Unternehmen entwickelt.<br>2. eine Idee / ein Verfahren entwickeln<br>   构思/研发一个想法、方法<br>   Das Labor entwickelt ein neues Verfahren zur Wasserreinigung.<br>3. sich entwickeln zu + Dat.<br>   发展成为……<br>   Der Streit entwickelte sich zu einem ernsthaften Konflikt.	GermanLexicon patch_229_434 kollokation collocation
① 剥夺；② 使脱离；③ 使难以接近	Wort: entziehen<br>Typ: aktiv<br>Wortart: Verb<br>中文: ① 剥夺；② 使脱离；③ 使难以接近<br>English: to withdraw; to deprive; to remove from reach<br>Deutsch erklärt: ① nicht länger gewähren oder wegnehmen; ② nicht länger in jmds. Besitz oder Verfügungsgewalt lassen; ③ vor jmdm. oder etwas schützen bzw. unzugänglich machen<br><br>例句:<br>1. Ihm wurde das Sorgerecht für die Kinder entzogen.<br>   他的孩子监护权被剥夺了。<br>2. Die Akten wurden dem Zugriff der Öffentlichkeit entzogen.<br>   这些档案被置于公众无法接触的范围内。<br><br>搭配:<br>- jmdm. etwas entziehen<br>- etwas dem Zugriff entziehen	GermanLexicon patch_229_434 aktiv productive
Entziehungskur	Wort: Entziehungskur<br>Typ: passiv<br>Wortart: Substantiv<br>Genus: die<br>中文: 戒断治疗；脱瘾疗程<br>English: detoxification treatment; withdrawal therapy<br>Deutsch erklärt: Behandlung in einer Spezialklinik zur Entwöhnung von Alkohol oder Drogen<br><br>例句:<br>1. Nach mehreren Rückfällen begann er eine Entziehungskur.<br>   多次复发后，他开始进行戒断治疗。	GermanLexicon patch_229_434 passiv recognition
Entwöhnung	Wort: Entwöhnung<br>Typ: passiv<br>Wortart: Substantiv<br>Genus: die<br>中文: 断奶；戒除习惯<br>English: weaning; withdrawal<br>Deutsch erklärt: das allmähliche Gewöhnen an etwas anderes, besonders das Abgewöhnen von Suchtmitteln oder das Abstillen eines Säuglings<br><br>例句:<br>1. Die Entwöhnung vom Nikotin ist oft schwierig.<br>   戒烟往往很困难。	GermanLexicon patch_229_434 passiv recognition
entwürdigend	Wort: entwürdigend<br>Typ: passiv<br>Wortart: Adjektiv<br>中文: 有失尊严的；侮辱性的<br>English: demeaning; degrading<br>Deutsch erklärt: die Menschenwürde verletzend; beschämend und demütigend<br><br>例句:<br>1. Die Arbeitsbedingungen waren für viele Beschäftigte entwürdigend.<br>   这些工作条件让许多员工感到有失尊严。	GermanLexicon patch_229_434 passiv recognition
